,dist_from_root,length,project,leafnode,n_conns
0,0.06093373584640532,0.20845519266637538,L1 16hr,4384184.0,1
1,0.09165246571744937,0.1231984478299021,L1 0hr,6650066.0,1
2,0.09790185033316466,0.5370523067543314,daf-2 dauer,10566150.0,6
3,0.1058028446693089,0.06604352461678308,L3,7065651.0,0
4,0.11388270520837493,0.30195578537493634,L1 16hr,4372457.0,8
5,0.1300384066765701,0.08387565819541226,N2 dauer (Stigloher3),16685190.0,2
6,0.1338249550550671,0.057749199057423574,N2 dauer (Stigloher2),8787097.0,1
7,0.13486069772528436,0.09383460538718814,L3,7068126.0,3
8,0.13547976970715989,0.13715685656112614,L1 8hr,6328987.0,1
9,0.13781964492345064,0.1715004870206654,L1 0hr,6657942.0,1
10,0.14124199604109558,0.06053238066435201,N2 dauer (Stigloher3),9529337.0,1
11,0.1449015277766386,0.08263893068281501,L1 5hr,9568498.0,1
12,0.14690182784849076,0.3410338210838054,SEM adult,8390399.0,18
13,0.1555388773417357,0.25241163991475735,daf-2 dauer,10566187.0,8
14,0.15911713719056472,0.07099569942519596,N2 dauer (Stigloher2),8787077.0,0
15,0.16441165493780416,0.26733849681390254,L1 0hr,6649974.0,0
16,0.16853786166469498,0.11005716307784952,L2,4814513.0,2
17,0.17001511049978107,0.09509374714761928,TEM adult,8156007.0,1
18,0.18307137813905808,0.08570050034494195,TEM adult,8159337.0,3
19,0.18316266367353817,0.09288656301087035,daf-2 dauer,10566391.0,4
20,0.18461156729416647,0.08521085752422292,N2 dauer (Stigloher3),9594576.0,0
21,0.189597558394922,0.06784339813345512,L1 0hr,6657922.0,1
22,0.19473482949073395,0.5141014964698928,SEM adult,8305871.0,37
23,0.2106796235753371,0.01824441570432865,daf-2 dauer,10566546.0,1
24,0.21390334105209743,0.052258405961680444,N2 dauer (Stigloher2),8787061.0,0
25,0.21709402576128964,0.1629821516148759,L1 8hr,6372712.0,0
26,0.22107757126115316,0.11569840648875698,SEM adult,8305696.0,7
27,0.2314976544564895,0.1182070436196961,L1 8hr,7182671.0,0
28,0.24283417798741133,0.15193299955531683,L3,7065692.0,0
29,0.25341591503734895,0.2530616332264337,N2 dauer (Stigloher3),9525880.0,6
30,0.2578498148419832,0.08190282573498532,SEM adult,8390826.0,1
31,0.2593754744149984,0.14733000691696904,TEM adult,8155806.0,0
32,0.2644002970415089,0.1776417562874138,L3,7065726.0,3
33,0.2676971812874211,0.16915052542079873,L1 5hr,9568612.0,1
34,0.268973092520016,0.27260635247566667,L3,7068026.0,8
35,0.2718716557638251,0.08681143026535146,SEM adult,8390468.0,1
36,0.27700112295146334,0.27464584602712333,TEM adult,8155826.0,1
37,0.2845760914637248,0.14157901162468697,TEM adult,8156000.0,6
38,0.28818348559793244,0.18928439453825047,N2 dauer (Stigloher3),16681128.0,8
39,0.2921019187816468,0.19800829997314393,N2 dauer (Stigloher2),9008991.0,2
40,0.29934007218867126,0.31655267337684695,L2,4844061.0,9
41,0.3216201809293698,0.047808904263063716,SEM adult,8390496.0,1
42,0.32542455067135384,0.2817499147317653,L2,4814360.0,6
43,0.3355906847350047,0.09710653104780785,SEM adult,8390523.0,3
44,0.3422722936700607,0.1639026586760437,TEM adult,8159421.0,3
45,0.34510375429146856,0.4822295425908694,daf-2 dauer,10566544.0,15
46,0.3511651894395804,0.03312489073255923,daf-2 dauer,10566403.0,1
47,0.42711264346325756,0.011057524271332332,N2 dauer (Stigloher3),9525957.0,0
48,0.46356466238576943,0.030992242703815405,L3,7068053.0,0
49,0.4739732640275929,0.035556298697552335,daf-2 dauer,10566487.0,0
50,0.47647929860378724,0.22801737486881707,L1 16hr,4384337.0,12
51,0.4765248394951388,0.05654374411636731,daf-2 dauer,10566101.0,0
52,0.5469187393052111,0.017199890039232217,N2 dauer (Stigloher3),9599107.0,0
53,0.5651000865840856,0.022705287767506018,N2 dauer (Stigloher3),9528722.0,0
54,0.5864151895534384,0.0702387644539046,L1 5hr,9567734.0,1
55,0.5864386085994105,0.019546512601430047,N2 dauer (Stigloher2),8965863.0,0
56,0.5867407770831095,0.06415957872786002,N2 dauer (Stigloher3),16685025.0,0
57,0.5957179478216463,0.12161590017405818,daf-2 dauer,11440042.0,6
58,0.6321711250602672,0.012739559619034233,daf-2 dauer,10566352.0,0
59,0.6362414871266187,0.07058090458505106,N2 dauer (Stigloher3),9528793.0,1
60,0.662257237331045,0.10544751300204819,daf-2 dauer,10566485.0,4
61,0.6634618314975226,0.03534141500033392,N2 dauer (Stigloher3),9528748.0,0
62,0.6637957201616329,0.12336981328624691,L2,4844186.0,4
63,0.6759097999113729,0.00727948135181388,N2 dauer (Stigloher3),9599098.0,0
64,0.7414939200737387,0.01405883242923337,N2 dauer (Stigloher3),9525842.0,0
65,0.8101956090645257,0.0037204915868301017,N2 dauer (Stigloher3),9599179.0,0
66,0.8215641481107523,0.03213703348535148,N2 dauer (Stigloher3),9599097.0,2
67,0.8249850541810805,0.023098229523303978,N2 dauer (Stigloher3),9585694.0,0
68,0.8542138562086322,0.13029779626992113,L1 5hr,9568589.0,1
69,0.8749091357813046,0.018607823996866776,daf-2 dauer,10566097.0,0
70,0.8839888649154357,0.018761362464477814,daf-2 dauer,10566349.0,0
71,0.8881878443609906,0.035273597251088695,daf-2 dauer,10566473.0,2
72,0.9067831637061,0.05913117064473484,L2,4844157.0,3
73,0.9219338360140542,0.010831083484358617,N2 dauer (Stigloher3),9592480.0,0
74,0.9324168523193499,0.06020207797309274,TEM adult,8155948.0,5
75,0.9352720980100091,0.012861773430903157,N2 dauer (Stigloher2),10044184.0,0
76,0.9365857782438982,0.051726535925988325,L1 16hr,4372592.0,3
77,0.948022457314035,0.0423121823700464,daf-2 dauer,10566280.0,2
78,0.9800044690288462,0.014240450699975827,L2,4814462.0,0
79,1.0,0.0,L1 0hr,6657795.0,0
