,dist_from_root,length,project,leafnode,n_conns
0,0.03588596025457785,0.008410201961775996,daf-2 dauer,10644110.0,0
1,0.051051617581142544,0.007443025512538402,daf-2 dauer,10644265.0,0
2,0.06341859450729895,0.003809659549403527,daf-2 dauer,10644267.0,0
3,0.1073010562892065,0.00985597612967515,daf-2 dauer,10644273.0,0
4,0.15643471390986008,0.0032088470265064363,daf-2 dauer,10644277.0,0
5,0.16178472041622632,0.006374675711813679,daf-2 dauer,10644279.0,0
6,0.18280462692460764,0.00324173805411328,daf-2 dauer,10644281.0,0
7,0.38274342268774214,0.049692389017155475,daf-2 dauer,10644307.0,2
8,0.3993093454392483,0.033515841895382384,SEM adult,8282825.0,0
9,0.41075879039076374,0.020910464064002536,daf-2 dauer,10644231.0,0
10,0.43514327126763613,0.05377256138092038,daf-2 dauer,10644320.0,1
11,0.4472009991466926,0.021644511973912532,N2 dauer (Stigloher2),8525045.0,0
12,0.4510046502696412,0.010000448009869309,daf-2 dauer,10644125.0,0
13,0.48731233213398634,0.05529736772166962,L3,7100540.0,0
14,0.5005733122836206,0.02333124984037197,L2,4900005.0,1
15,0.5319219210274978,0.06707628795667227,SEM adult,8282901.0,0
16,0.5407582712852407,0.007300674920653084,daf-2 dauer,10644228.0,1
17,0.5471569500947153,0.00496040270637877,daf-2 dauer,10644227.0,0
18,0.5635564664933754,0.41079810209056195,TEM adult,8124802.0,13
19,0.5801209429995471,0.038047436987191846,L2,4925318.0,1
20,0.6030292190503398,0.008088495451344475,daf-2 dauer,10644226.0,1
21,0.6154386508059483,0.005651691826085599,N2 dauer (Stigloher3),9193465.0,0
22,0.6241170866852963,0.015447247232059447,N2 dauer (Stigloher3),9593223.0,0
23,0.6270624193083086,0.003270246349582409,daf-2 dauer,10644343.0,0
24,0.664430035709473,0.023860328231701363,L3,7083593.0,0
25,0.6690166401129863,0.0426303528253881,L2,4900054.0,0
26,0.6709262839213703,0.035966503157298185,daf-2 dauer,10644224.0,4
27,0.6731667550708055,0.003813138691269553,daf-2 dauer,10644406.0,0
28,0.7031537012979305,0.03720535725297952,daf-2 dauer,10644405.0,1
29,0.7311785096422274,0.007636236652483198,N2 dauer (Stigloher2),8963808.0,0
30,0.7427716414976211,0.031549600725301594,L2,4925373.0,0
31,0.8360488760361751,0.06372863758620115,L1 5hr,9542510.0,0
32,0.8883632709979418,0.022921967051139684,N2 dauer (Stigloher3),9499117.0,0
33,0.9166075488439765,0.029869347947136988,N2 dauer (Stigloher2),8529726.0,3
34,0.9604950368899193,0.01632824587007588,N2 dauer (Stigloher2),8963849.0,1
35,0.9692927651666621,0.02574660703889307,N2 dauer (Stigloher3),9193521.0,2
36,0.9704205567363996,0.026040598852700398,N2 dauer (Stigloher2),8528357.0,0
37,0.980794087180446,0.019042012607769606,N2 dauer (Stigloher3),9519357.0,1
