Unnamed: 0,connector_id,length,dist_from_root,neuron,project,type,inputs,outputs
0,11441227,0.0137903521306908,0.6173308006157984,ADAL,186,1,RIML,"['ADAL', 'AVBR', 'AIBR']"
1,11441201,0.0701406080239577,0.8313737118870695,ADAL,186,1,AWBL,"['ADAL', 'AIML', 'AVFL']"
2,11441083,0.0,0.285371964697125,ADAL,186,1,RIFL,"['PVQL', 'ADAL']"
3,11441038,0.0137709154468622,0.3493403662790914,ADAL,186,1,AIAL,"['AIBL', 'ADAL']"
4,11440912,0.0,0.7194131967811486,ADAL,186,1,URBL,"['RICL', 'RICR', 'RMGL', 'ADAL']"
5,11440663,0.0235337404279337,0.8313737118870695,ADAL,186,1,SMBDR,"['URBL', 'AVBL', 'ADAL']"
6,11440358,0.0306480705399637,0.354361067357793,ADAL,186,1,RIFL,"['ADAL', 'PVQL', 'BDUL']"
7,11440354,0.0,0.6411725444228104,ADAL,186,1,RICR,"['RMGL', 'SIBVL', 'ADAL']"
8,11440116,0.0,0.9900440404071184,ADAL,186,1,RIFR,"['AIZL', 'ADAL', 'RIML']"
9,11439439,0.0,0.6496122036435105,ADAL,186,1,CEPVL,"['RICL', 'ADAL', 'URBL']"
10,11439220,0.0362888506209992,0.7270467715005585,ADAL,186,1,AWBL,"['ASHL', 'ADAL']"
11,11439013,0.0,0.8702049217666139,ADAL,186,1,URYDL,"['AVAL', 'ADAL']"
12,11438992,0.0544948584197256,0.7270467715005585,ADAL,186,1,AVFR,"['AVBL', 'ADAL']"
13,11438843,0.0145274205851822,0.2099637828577022,ADAL,186,1,ASHL,"['AVDR', 'ADAL', 'AIAL', 'ADFL']"
14,11438785,0.0312347493916622,0.354361067357793,ADAL,186,1,ASEL,"['ADAL', 'ASHL']"
15,11437932,0.0202191707614079,0.2099637828577022,ADAL,186,1,AIAL,"['Neuron2610110', 'AWAL', 'ADAL', 'PVQL']"
16,11437929,0.0312347493916622,0.354361067357793,ADAL,186,1,AIAL,"['ADAL', 'AIBL']"
17,11437163,0.0279653660927792,0.8313737118870695,ADAL,186,1,URBL,"['RICL', 'ADAL', 'AVBR', 'AVBL', 'CEPDL']"
18,10941723,0.0286690165172464,0.2740452928211787,ADAL,186,1,RIFL,"['AVBL', 'ADAL', 'AVJR', 'RIML']"
19,11260672,0.0133253729704291,0.699462120844973,ADAL,186,1,RIFL,"['BDUL', 'ADAL']"
20,10934429,0.0,0.6173308006157984,ADAL,186,1,DVA,"['ADAL', 'AIBR', 'AVBR']"
21,10932485,0.0478668662086597,0.354361067357793,ADAL,186,1,AWCR,"['ADAL', 'ASGL']"
22,10951742,0.0219867009095851,0.7270467715005585,ADAL,186,0,ADAL,"['AVAL', 'PVCL', 'AVBL', 'AVJR']"
23,10951740,0.0316516955271244,0.6173308006157984,ADAL,186,1,AIBR,"['ADAL', 'RIML', 'AVBR']"
24,10950271,0.0040160704466826,0.354361067357793,ADAL,186,0,ADAL,"['AVBL', 'AVJR']"
25,10941720,0.0306480705399637,0.354361067357793,ADAL,186,1,RIFL,"['ADAL', 'PVQL']"
26,10941197,0.0336064849675808,0.699462120844973,ADAL,186,1,RIFL,"['BDUL', 'AVBL', 'ADAL']"
27,10932509,0.0327270186753787,0.8313737118870695,ADAL,186,1,CEPDL,"['URBL', 'SMBDR', 'AVBL', 'ADAL']"
28,10932321,0.008131020507317,0.354361067357793,ADAL,186,1,AIAL,['ADAL']
29,10932282,0.047911829113084,0.8313737118870695,ADAL,186,0,ADAL,"['AVBL', 'AVAL']"
30,10932274,0.0,0.995118156318875,ADAL,186,1,ADFL,"['ADAL', 'AIZL', 'AIBR']"
31,10932252,0.0030376091210219,0.8313737118870695,ADAL,186,0,ADAL,"['AVBR', 'AVBL', 'AVAL']"
32,10932250,0.0,0.699462120844973,ADAL,186,0,ADAL,"['AVBL', 'AVAL']"
33,10932249,0.0,0.7270467715005585,ADAL,186,0,ADAL,"['AVBL', 'AVJR']"
34,10932248,0.0,0.5953130563164396,ADAL,186,0,ADAL,"['AIBR', 'SAADL', 'AVBR']"
35,10932244,0.0043108592517856,0.6173308006157984,ADAL,186,0,ADAL,"['RIML', 'AVBR', 'AIBR']"
0,11441217,0.0675048251897381,0.2822098281660191,ADAR,186,1,RIFR,"['ADAR', 'ASHR', 'AVHL']"
1,11441034,0.1099719081709146,0.7720216360885372,ADAR,186,1,AIAR,"['ADLR', 'AIBR', 'ADAR']"
2,11440366,0.0330014946974972,0.2822098281660191,ADAR,186,1,RIFR,"['RIMR', 'ADAR']"
3,11440365,0.0372242144365521,0.2822098281660191,ADAR,186,1,RIFR,"['RIMR', 'ADAR']"
4,11440363,0.0182835341304266,0.7720216360885372,ADAR,186,1,RIFR,"['ASHR', 'AVBR', 'ADAR']"
5,11439469,0.014355087497372,0.2822098281660191,ADAR,186,1,DVA,"['ADAR', 'RIAR']"
6,11439239,0.1185847483459393,0.7720216360885372,ADAR,186,1,AIAR,"['AIMR', 'ASKR', 'ADAR']"
7,11439237,0.1549879687195786,0.7720216360885372,ADAR,186,1,AWCR,"['AIAR', 'ADAR']"
